ID_Pesanan,Waktu_Transaksi,Kategori_Menu,Harga_Pesanan,Jarak_Kirim_KM,Waktu_Tunggu_Menit,Rating_Pelanggan,Ulasan_Teks,Status_Promo,Tingkat_Keluhan,Status_Pesanan
ORD-2024-003858,3/30/2024 6:07,Kopi,12000,1.953475799,27,4,Top bgt kualitasnya,FALSE,Tidak Ada,Selesai
ORD-2024-003859,2/18/2024 12:01,Kopi,11500,2.153972231,24,4,Cepat sampai,FALSE,Tidak Ada,Selesai
ORD-2024-003860,3/15/2024 18:14,Mie,26500,1.535663784,7,4,Driver ramah,FALSE,Tidak Ada,Selesai
ORD-2024-003861,1/21/2024 11:22,Mie,12000,7.971037421,37,4,Wow enak bgt,TRUE,Tidak Ada,Selesai
ORD-2024-003862,2/14/2024 20:17,Martabak,28000,4.086364022,21,4,Top bgt kualitasnya,FALSE,Tidak Ada,Selesai
ORD-2024-003863,2/28/2024 9:30,Kopi,21000,0.828453004,21,5,Wow enak bgt,FALSE,Tidak Ada,Selesai
ORD-2024-003864,1/1/2024 14:25,Ayam,62000,2.642460843,31,5,Makanan hangat sampai,FALSE,Tidak Ada,Dibatalkan
ORD-2024-003865,3/26/2024 15:25,Ayam,58500,3.500890054,14,,,FALSE,Tidak Ada,Selesai
ORD-2024-003866,3/16/2024 19:56,Kopi,12500,0.5,14,5,Akan order lg nih,FALSE,Rendah,Selesai
ORD-2024-003867,26/01/2024 19:27,Kopi,10000,1.331491036,6,,,TRUE,Tidak Ada,Dibatalkan
ORD-2024-003868,2/2/2024 1:01,Martabak,38000,7.078999474,26,5,Makasih ya,FALSE,Tidak Ada,Selesai
ORD-2024-003869,2/10/2024 15:12,Martabak,26500,2.512252201,13,,,FALSE,Rendah,Selesai
ORD-2024-003870,2/19/2024 18:27,Ayam,50000,0.733859113,8,5,Cepat sampai,FALSE,Tidak Ada,Selesai
ORD-2024-003871,2/29/2024 17:56,Kopi,15500,0.5,17,5,Akan order lg nih,FALSE,Tidak Ada,Selesai
ORD-2024-003872,2/15/2024 14:14,Ayam,63000,2.190846027,33,4,Cepat sampai,TRUE,Tidak Ada,Selesai
ORD-2024-003873,3/29/2024 20:46,Ayam,82500,2.380134113,20,4,Makasih ya,FALSE,Tidak Ada,Selesai
ORD-2024-003874,2/14/2024 12:29,Mie,36000,1.221264304,6,3,Standar lah,FALSE,Rendah,Selesai
ORD-2024-003875,2/24/2024 11:54,Ayam,12500,2.986131921,25,,,TRUE,Rendah,Selesai
ORD-2024-003876,3/8/2024 21:53,Kopi,15000,0.5,16,4,Akan order lg nih,FALSE,Tidak Ada,Selesai
ORD-2024-003877,3/19/2024 19:26,Ayam,29000,0.5,12,,,FALSE,Tinggi,Selesai
ORD-2024-003878,8/2/2024 8:55,Mie,32500,2.370784179,32,4,Nggg enak 😋,FALSE,Tidak Ada,Selesai
ORD-2024-003879,2/7/2024 9:45,Kopi,16500,0.5,13,4,Top bgt kualitasnya,FALSE,Rendah,Selesai
ORD-2024-003880,2/9/2024 20:36,Ayam,61500,6.383596197,40,4,Makasih ya,TRUE,Tidak Ada,Selesai
ORD-2024-003881,1/2/2024 7:53,Kopi,15000,0.5,5,5,Akan order lg nih,FALSE,Tidak Ada,Selesai
ORD-2024-003882,2/3/2024 14:18,Martabak,22000,3.361836428,15,,,TRUE,Tidak Ada,Selesai
ORD-2024-003883,2/4/2024 8:01,Mie,20000,1.488813377,19,4,Sesuai pesanan,FALSE,Tidak Ada,Selesai
ORD-2024-003884,3/25/2024 5:09,Ayam,26000,1.531415797,17,5,Driver ramah,FALSE,Tidak Ada,Selesai
ORD-2024-003885,2/12/2024 18:38,Mie,17000,4.343099353,24,,,FALSE,Tidak Ada,Selesai
ORD-2024-003886,1/28/2024 21:52,Mie,15500,2.076216081,24,5,Cepat sampai,FALSE,Tidak Ada,Selesai
ORD-2024-003887,3/7/2024 19:06,Mie,19000,,35,,,FALSE,Tidak Ada,Selesai
ORD-2024-003888,1/2/2024 18:28,Martabak,22000,2.110751735,15,,,TRUE,Tidak Ada,Selesai
ORD-2024-003889,1/23/2024 14:48,Martabak,33000,2.696128633,16,5,Akan order lg nih,TRUE,Tidak Ada,Selesai
ORD-2024-003890,2/8/2024 16:22,Kopi,18000,4.290295241,21,4,Top bgt kualitasnya,TRUE,Tinggi,Refund
ORD-2024-003891,2/22/2024 20:51,Martabak,33000,2.804194744,27,2,Ayamnya keras,TRUE,Tinggi,Selesai
ORD-2024-003892,1/17/2024 11:02,Kopi,21500,2.868332727,17,5,Nggg enak 😋,FALSE,Tidak Ada,Selesai
ORD-2024-003893,2/25/2024 12:59,Martabak,29500,4.670815215,37,1,Gajadi orderan,FALSE,Tinggi,Selesai
ORD-2024-003894,3/19/2024 11:52,Kopi,13000,8.932900103,40,4,Mantap gan!,FALSE,Tidak Ada,Selesai
ORD-2024-003895,15/02/2024 11:13,Martabak,46500,1.418259757,12,1,Kurang sambelnya,FALSE,Tinggi,Selesai
ORD-2024-003896,2/12/2024 11:33,Mie,32500,2.581980317,44,3,Standar lah,TRUE,Rendah,Selesai
ORD-2024-003897,25/01/2024 13:40,Ayam,54000,0.5,5,5,Makasih ya,FALSE,Tidak Ada,Selesai
ORD-2024-003898,1/1/2024 20:51,Mie,26500,1.333259731,24,4,Mantap gan!,FALSE,Tidak Ada,Selesai
ORD-2024-003899,3/19/2024 11:16,Kopi,17500,1.593336156,5,,,TRUE,Tidak Ada,Selesai
ORD-2024-003900,2/8/2024 13:25,Mie,24500,5.409747373,38,5,Nggg enak 😋,FALSE,Tidak Ada,Selesai
ORD-2024-003901,1/10/2024 13:03,Kopi,17000,2.160891704,46,4,Makanan hangat sampai,TRUE,Tidak Ada,Selesai
ORD-2024-003902,1/24/2024 14:10,Kopi,18500,3.939872012,36,4,Cepat sampai,FALSE,Tidak Ada,Selesai
ORD-2024-003903,1/18/2024 12:12,Mie,21000,0.5,27,,,FALSE,Tinggi,Selesai
ORD-2024-003904,1/24/2024 12:41,Ayam,24000,1.873622101,18,5,Wow enak bgt,FALSE,Rendah,Selesai
ORD-2024-003905,1/30/2024 22:37,Mie,11500,6.947547981,38,5,Top bgt kualitasnya,FALSE,Tidak Ada,Selesai
ORD-2024-003906,29/03/2024 21:25,Kopi,20500,0.762022089,17,5,Makanan hangat sampai,FALSE,Tidak Ada,Selesai
ORD-2024-003907,4/1/2024 13:45,Kopi,10000,0.5,33,,,FALSE,Tidak Ada,Selesai
ORD-2024-003908,13/03/2024 12:48,Ayam,59500,1.704351318,8,5,Makanan hangat sampai,FALSE,Tidak Ada,Selesai
ORD-2024-003909,1/20/2024 20:05,Kopi,11500,3.65656723,37,5,Mantap gan!,TRUE,Tidak Ada,Selesai
ORD-2024-003910,3/3/2024 19:04,Ayam,32500,1.817956732,23,5,Top bgt kualitasnya,FALSE,Rendah,Selesai
ORD-2024-003911,1/5/2024 13:03,Ayam,39500,1.84843794,10,5,Top bgt kualitasnya,FALSE,Tidak Ada,Selesai
ORD-2024-003912,2/16/2024 5:10,Ayam,55000,3.324216045,18,5,Driver ramah,FALSE,Tidak Ada,Selesai
ORD-2024-003913,2/5/2024 19:11,Ayam,30000,0.880653016,5,5,Cepat sampai,TRUE,Rendah,Selesai
ORD-2024-003914,1/21/2024 12:33,Mie,21500,4.181646729,5,1,"Narik duit banyak😡",TRUE,Tinggi,Refund
ORD-2024-003915,1/30/2024 11:08,Mie,26000,,5,,,FALSE,Tidak Ada,Selesai
ORD-2024-003916,1/14/2024 11:14,Kopi,11500,1.511304783,14,5,Sesuai pesanan,TRUE,Tidak Ada,Selesai
ORD-2024-003917,2/2/2024 20:04,Martabak,40500,3.201411579,24,3,Biasa saja,FALSE,Rendah,Selesai
ORD-2024-003918,26/03/2024 14:23,Ayam,22500,5.287225493,18,4,Puas bgt,TRUE,Tidak Ada,Dibatalkan
ORD-2024-003919,2/26/2024 4:49,Martabak,28500,4.703895814,22,,,TRUE,Tidak Ada,Selesai
ORD-2024-003920,2/14/2024 10:15,Mie,35000,3.8370116,23,5,Cepat sampai,TRUE,Tidak Ada,Selesai
ORD-2024-003921,1/23/2024 13:13,Mie,16500,1.334628593,11,5,Puas bgt,FALSE,Tidak Ada,Selesai
ORD-2024-003922,1/23/2024 23:37,Kopi,16000,0.5,5,5,Rekomendasi deh,FALSE,Tidak Ada,Selesai
ORD-2024-003923,3/3/2024 11:13,Martabak,31000,0.733232635,8,3,Biasa saja,FALSE,Rendah,Refund
ORD-2024-003924,17/01/2024 13:29,Ayam,38000,6.003750763,46,4,Mantap gan!!!,FALSE,Tidak Ada,Selesai
ORD-2024-003925,3/15/2024 0:05,Mie,25500,5.841691834,14,5,Nggg enak 😋,FALSE,Rendah,Selesai
ORD-2024-003926,21/01/2024 04:18,Ayam,61000,9.082340881,46,3,Lumayan,FALSE,Rendah,Dibatalkan
ORD-2024-003927,1/8/2024 20:58,Martabak,26500,0.5,27,,,FALSE,Tidak Ada,Selesai
ORD-2024-003928,3/10/2024 17:53,Martabak,35500,2.308847901,17,4,Wow enak bgt,TRUE,Tidak Ada,Selesai
ORD-2024-003929,3/22/2024 10:52,Martabak,33000,3.138199371,23,4,Puas bgt,TRUE,Rendah,Selesai
ORD-2024-003930,3/20/2024 19:59,Ayam,41500,3.72043124,18,5,Cepat sampai,FALSE,Tidak Ada,Selesai
ORD-2024-003931,2/3/2024 13:40,Mie,34000,3.097321352,26,,,TRUE,Rendah,Selesai
ORD-2024-003932,2/26/2024 14:40,Ayam,39000,4.409176478,49,,,FALSE,Rendah,Dibatalkan
ORD-2024-003933,9/1/2024 13:38,Martabak,36500,1.336385344,29,4,Wow enak bgt,FALSE,Tidak Ada,Selesai
ORD-2024-003934,3/15/2024 10:24,Ayam,39500,0.59327831,8,5,Rekomendasi deh,FALSE,Tidak Ada,Selesai
ORD-2024-003935,2/6/2024 16:46,Ayam,46000,0.686667724,5,4,Wow enak bgt,FALSE,Tidak Ada,Selesai
ORD-2024-003936,2/1/2024 18:28,Kopi,16000,0.5,11,,,FALSE,Tinggi,Dibatalkan
ORD-2024-003937,1/10/2024 3:08,Kopi,18000,1.29383468,16,4,Driver ramah,TRUE,Tidak Ada,Selesai
ORD-2024-003938,1/7/2024 14:32,Ayam,11000,0.5,21,4,Rekomendasi deh,FALSE,Tidak Ada,Selesai
ORD-2024-003939,14/02/2024 17:26,Ayam,59000,1.163562405,15,4,Puas bgt,TRUE,Tidak Ada,Selesai
ORD-2024-003940,3/19/2024 11:29,Kopi,16000,2.968278923,40,5,Top bgt kualitasnya,FALSE,Tidak Ada,Selesai
ORD-2024-003941,3/3/2024 11:51,Martabak,32000,6.746509031,37,1,"Narik duit banyak😡",TRUE,Tinggi,Selesai
ORD-2024-003942,3/17/2024 11:37,Mie,29500,5.490355704,27,2,Ayamnya keras,FALSE,Tinggi,Selesai
ORD-2024-003943,29/03/2024 21:20,Ayam,58000,0.873762181,20,,,TRUE,Tidak Ada,Selesai
ORD-2024-003944,15/01/2024 18:11,Kopi,8000,0.5,21,5,Makasih ya,FALSE,Tidak Ada,Selesai
ORD-2024-003945,2/19/2024 7:14,Ayam,33500,0.64356352,6,4,Cepat sampai,FALSE,Tidak Ada,Selesai
ORD-2024-003946,1/21/2024 13:09,Ayam,57000,10.61999783,41,5,Puas bgt,TRUE,Rendah,Selesai
ORD-2024-003947,1/23/2024 19:43,Martabak,31500,2.392021664,5,5,Wow enak bgt,FALSE,Tinggi,Selesai
ORD-2024-003948,3/23/2024 18:58,Martabak,24000,0.604521286,11,,,TRUE,Tidak Ada,Dibatalkan
ORD-2024-003949,1/1/2024 6:12,Ayam,64000,5.511767515,36,,,FALSE,Rendah,Selesai
ORD-2024-003950,26/02/2024 00:19,Ayam,47000,1.508528932,20,5,Makanan hangat sampai,FALSE,Tidak Ada,Selesai
ORD-2024-003951,3/4/2024 21:59,Ayam,66500,6.884510127,48,4,Enak bgt!!,FALSE,Tidak Ada,Selesai
ORD-2024-003952,2/29/2024 12:00,Mie,34500,,9,5,Nggg enak 😋,TRUE,Rendah,Selesai
ORD-2024-003953,3/28/2024 21:43,Mie,28000,1.498775671,16,5,Mantap gan!,TRUE,Rendah,Selesai
ORD-2024-003954,2/10/2024 14:31,Ayam,61000,2.109275977,5,3,Gapapa,FALSE,Tidak Ada,Selesai
ORD-2024-003955,1/24/2024 18:10,Ayam,41500,6.694013648,46,4,Driver ramah,FALSE,Tidak Ada,Selesai
ORD-2024-003956,10/2/2024 19:11,Mie,32000,6.092124003,47,4,Makasih ya,FALSE,Rendah,Selesai
ORD-2024-003957,3/1/2024 12:10,Mie,27500,2.562449336,11,4,Wow enak bgt,FALSE,Tidak Ada,Selesai
ORD-2024-003958,1/20/2024 11:56,Kopi,15000,0.752220746,30,5,Makanan hangat sampai,FALSE,Tidak Ada,Selesai
ORD-2024-003959,1/11/2024 12:01,Ayam,31000,1.549308861,15,,,FALSE,Tinggi,Dibatalkan
ORD-2024-003960,1/21/2024 13:07,Ayam,43500,11.14358461,42,5,Puas bgt,TRUE,Tidak Ada,Dibatalkan
ORD-2024-003961,2/22/2024 12:37,Kopi,12000,2.807745288,19,5,Mantap gan!!,TRUE,Tidak Ada,Selesai
ORD-2024-003962,3/26/2024 12:14,Kopi,19500,4.557390058,34,5,Cepat sampai,TRUE,Tidak Ada,Selesai
ORD-2024-003963,3/26/2024 4:41,Ayam,72000,,15,,,TRUE,Tidak Ada,Selesai
ORD-2024-003964,3/20/2024 21:48,Kopi,20500,2.277907587,15,5,Top bgt kualitasnya,FALSE,Tidak Ada,Selesai
ORD-2024-003965,2/18/2024 13:39,Ayam,93000,1.680857126,24,,,FALSE,Tidak Ada,Dibatalkan
ORD-2024-003966,3/26/2024 17:12,Martabak,26500,3.641271527,32,5,Driver ramah,FALSE,Tidak Ada,Selesai
ORD-2024-003967,1/29/2024 1:02,Ayam,61500,5.720925441,26,,,TRUE,Rendah,Selesai
ORD-2024-003968,1/29/2024 5:04,Ayam,31500,,14,,,FALSE,Tidak Ada,Selesai
ORD-2024-003969,1/23/2024 3:53,Kopi,15500,1.96678815,12,5,Makanan hangat sampai,FALSE,Tidak Ada,Selesai
ORD-2024-003970,17/02/2024 16:42,Kopi,10000,1.247848738,18,4,Puas bgt,FALSE,Tidak Ada,Selesai
ORD-2024-003971,2/17/2024 20:34,Mie,1388500,0.584749726,5,,,FALSE,Rendah,Selesai
ORD-2024-003972,2/21/2024 11:06,Kopi,19000,8.402852142,35,5,Nggg enak 😋,TRUE,Tinggi,Selesai
ORD-2024-003973,8/3/2024 11:24,Ayam,44000,,15,4,Driver ramah,FALSE,Tidak Ada,Selesai
ORD-2024-003974,1/18/2024 21:00,Martabak,30000,4.838703662,22,4,Sesuai pesanan,FALSE,Tidak Ada,Selesai
ORD-2024-003975,1/23/2024 21:58,Ayam,56000,3.769453377,28,5,Top bgt kualitasnya,FALSE,Tidak Ada,Selesai
ORD-2024-003976,3/22/2024 18:53,Mie,22000,,30,5,Buruan order!11,TRUE,Tidak Ada,Selesai
ORD-2024-003977,2/19/2024 19:55,Kopi,21000,8.282840658,66,,,FALSE,Rendah,Selesai
ORD-2024-003978,1/16/2024 18:13,Kopi,15500,2.929482073,15,5,Mantap gan!,FALSE,Rendah,Selesai
ORD-2024-003979,1/15/2024 20:51,Ayam,38500,6.846887264,37,5,Makasih ya,FALSE,Tidak Ada,Selesai
ORD-2024-003980,1/25/2024 13:44,Kopi,17500,0.550677329,5,5,Makasih ya,TRUE,Tidak Ada,Selesai
ORD-2024-003981,21/01/2024 21:13,Mie,39500,2.956219747,41,4,Nggg enak 😋,FALSE,Rendah,Selesai
ORD-2024-003982,2/6/2024 16:58,Mie,28500,4.438857629,37,,,TRUE,Tinggi,Selesai
ORD-2024-003983,3/30/2024 2:30,Ayam,45500,0.9508842,5,,,FALSE,Tidak Ada,Selesai
ORD-2024-003984,1/20/2024 13:37,Ayam,26000,4.049931284,25,5,Driver ramah,FALSE,Tidak Ada,Dibatalkan
ORD-2024-003985,3/19/2024 11:41,Mie,24500,4.521684258,29,4,Buruan order!!!11,FALSE,Tidak Ada,Selesai
ORD-2024-003986,26/01/2024 11:03,Mie,27500,5.336908046,28,5,Buruan order!!11,TRUE,Tidak Ada,Selesai
ORD-2024-003987,2/24/2024 18:45,Ayam,45000,1.125751705,11,,,TRUE,Tidak Ada,Selesai
ORD-2024-003988,2/14/2024 23:10,Kopi,9500,3.433402569,26,5,Mantap gan!,FALSE,Tidak Ada,Selesai
ORD-2024-003989,3/10/2024 17:00,Ayam,37500,1.088308793,33,2,"Narik duit banyak😡",FALSE,Tinggi,Selesai
ORD-2024-003990,2/11/2024 8:15,Mie,36000,4.030168875,29,,,FALSE,Tidak Ada,Selesai
ORD-2024-003991,1/31/2024 17:59,Ayam,75500,1.865124435,27,5,Puas bgt,FALSE,Rendah,Dibatalkan
ORD-2024-003992,1/21/2024 19:10,Ayam,36500,2.730511306,18,5,Cepat sampai,FALSE,Tidak Ada,Selesai
ORD-2024-003993,3/19/2024 14:25,Martabak,35000,1.612740988,28,,,FALSE,Tidak Ada,Selesai
ORD-2024-003994,21/01/2024 13:59,Ayam,32000,0.530150415,24,4,Makasih ya,FALSE,Tidak Ada,Selesai
ORD-2024-003995,1/23/2024 6:56,Kopi,22500,0.588152426,8,5,Akan order lg nih,TRUE,Tidak Ada,Selesai
ORD-2024-003996,2/19/2024 6:13,Kopi,865000,0.5,10,5,Makasih ya,TRUE,Tidak Ada,Selesai
ORD-2024-003997,11/1/2024 17:56,Ayam,55500,2.887574849,7,,,TRUE,Rendah,Refund
ORD-2024-003998,2/21/2024 14:06,Kopi,16000,5.664250768,19,4,Top bgt kualitasnya,TRUE,Tinggi,Selesai
ORD-2024-003999,2/9/2024 3:00,Kopi,27500,0.5,8,,,TRUE,Tidak Ada,Selesai
ORD-2024-004000,3/25/2024 18:12,Ayam,24500,,5,4,Nggg enak 😋,FALSE,Tidak Ada,Selesai
ORD-2024-004001,3/18/2024 12:22,Kopi,27000,1.834519055,26,,,TRUE,Tidak Ada,Selesai
ORD-2024-004002,3/17/2024 2:33,Mie,25000,4.015036351,21,4,Enak bgttt,TRUE,Tidak Ada,Selesai
ORD-2024-004003,3/30/2024 14:31,Martabak,31500,0.514884329,19,5,Enak bgt!!!,TRUE,Tidak Ada,Selesai
ORD-2024-004004,1/6/2024 19:52,Ayam,41500,0.950926166,5,4,Nggg enak 😋,TRUE,Rendah,Selesai
ORD-2024-004005,22/03/2024 17:33,Ayam,25000,0.791920861,27,5,Sesuai pesanan,FALSE,Tidak Ada,Dibatalkan
ORD-2024-004006,2/4/2024 11:39,Ayam,42500,1.527736711,22,,,TRUE,Tidak Ada,Selesai
ORD-2024-004007,2/26/2024 3:29,Kopi,15000,0.764671628,16,4,Makasih ya,FALSE,Tidak Ada,Selesai
ORD-2024-004008,15/01/2024 21:26,Kopi,17500,1.304366689,26,4,Buruan order!11,TRUE,Tidak Ada,Selesai
ORD-2024-004009,3/23/2024 13:22,Martabak,38500,3.911850159,29,2,Lama org kerjanyaa,FALSE,Tinggi,Dibatalkan
ORD-2024-004010,3/27/2024 12:44,Ayam,54500,2.832599132,12,4,Top bgt kualitasnya,TRUE,Tidak Ada,Selesai
ORD-2024-004011,3/30/2024 12:34,Ayam,500,0.5,20,4,Sesuai pesanan,FALSE,Tidak Ada,Selesai
ORD-2024-004012,3/19/2024 18:53,Kopi,17500,3.046226203,15,3,Yaudah minum teh,TRUE,Rendah,Selesai
ORD-2024-004013,2/27/2024 12:21,Martabak,24000,1.944964144,21,3,Lumayan,FALSE,Tinggi,Selesai
ORD-2024-004014,2/4/2024 20:40,Ayam,53000,8.180120335,34,5,Rekomendasi deh,TRUE,Tidak Ada,Selesai
ORD-2024-004015,2/8/2024 18:55,Martabak,28500,1.024532861,32,4,Makasih ya,FALSE,Tidak Ada,Selesai
ORD-2024-004016,2/4/2024 18:48,Ayam,64500,3.885704185,32,4,Cepat sampai,TRUE,Tidak Ada,Selesai
ORD-2024-004017,3/16/2024 9:04,Mie,15000,3.93757994,30,,,TRUE,Tidak Ada,Selesai
ORD-2024-004018,3/20/2024 17:35,Mie,500,0.751161873,7,5,Buruan order!11,FALSE,Tidak Ada,Selesai
ORD-2024-004019,3/17/2024 20:16,Ayam,37500,7.006057122,40,5,Enak bgt!!,FALSE,Tinggi,Selesai
ORD-2024-004020,3/20/2024 9:25,Ayam,40000,2.027001748,18,,,FALSE,Tidak Ada,Selesai
ORD-2024-004021,3/6/2024 13:07,Kopi,10500,3.407852636,25,,,FALSE,Tidak Ada,Selesai
ORD-2024-004022,2/6/2024 16:40,Ayam,59500,0.5,5,5,Nggg enak 😋,FALSE,Tidak Ada,Selesai
ORD-2024-004023,3/15/2024 21:06,Martabak,33500,0.894425424,34,5,Enak bgttt,FALSE,Rendah,Selesai
ORD-2024-004024,3/15/2024 19:18,Mie,24000,,21,5,Akan order lg nih,FALSE,Tidak Ada,Selesai
ORD-2024-004025,3/18/2024 14:56,Martabak,16000,,21,3,Gapapa,FALSE,Rendah,Selesai
ORD-2024-004026,1/22/2024 11:10,Mie,24500,2.077599619,7,5,Mantap gan!,TRUE,Tidak Ada,Dibatalkan
ORD-2024-004027,2/28/2024 14:18,Kopi,18000,1.405239641,31,1,Gak sesuai foto,FALSE,Tinggi,Selesai
ORD-2024-004028,8/1/2024 12:17,Ayam,65000,3.069572268,36,5,Sesuai pesanan,FALSE,Tidak Ada,Selesai
ORD-2024-004029,15/02/2024 18:00,Martabak,43000,2.003288497,27,4,Mantap gan!,FALSE,Tidak Ada,Refund
ORD-2024-004030,3/14/2024 17:21,Kopi,21500,0.5,16,4,Puas bgt,FALSE,Tidak Ada,Selesai
ORD-2024-004031,3/10/2024 21:38,Martabak,31000,3.146731945,46,4,Mantap gan!,FALSE,Tidak Ada,Dibatalkan
ORD-2024-004032,1/14/2024 20:55,Ayam,46500,1.645175216,27,5,Akan order lg nih,FALSE,Tidak Ada,Selesai
ORD-2024-004033,2/27/2024 0:03,Ayam,1000,1.254276011,5,5,Mantap gan!,TRUE,Tidak Ada,Refund
ORD-2024-004034,3/27/2024 14:48,Mie,21000,0.5,16,2,Paket berantakan,TRUE,Tinggi,Dibatalkan
ORD-2024-004035,3/16/2024 19:22,Ayam,42000,0.746806302,20,5,Mantap gan!,TRUE,Rendah,Selesai
ORD-2024-004036,2/15/2024 17:35,Mie,30500,0.759928089,16,5,Akan order lg nih,FALSE,Rendah,Selesai
ORD-2024-004037,25/01/2024 17:42,Mie,23000,8.217206503,47,1,Buruk skali layanannya,TRUE,Tidak Ada,Dibatalkan
ORD-2024-004038,2/7/2024 21:03,Martabak,39500,1.699612179,32,,,FALSE,Tidak Ada,Dibatalkan
ORD-2024-004039,1/3/2024 16:30,Martabak,34500,0.5,10,5,Nggg enak 😋,TRUE,Tidak Ada,Selesai
ORD-2024-004040,3/23/2024 0:07,Kopi,13500,0.5,8,4,Driver ramah,TRUE,Tidak Ada,Selesai
ORD-2024-004041,2/24/2024 17:03,Mie,26000,0.5,5,5,Cepat sampai,TRUE,Tidak Ada,Selesai
ORD-2024-004042,2/7/2024 13:08,Ayam,36500,2.666532989,5,5,Puas bgt,TRUE,Tidak Ada,Selesai
ORD-2024-004043,6/1/2024 19:42,Kopi,15500,0.619676123,11,5,Rekomendasi deh,FALSE,Tinggi,Dibatalkan
ORD-2024-004044,3/12/2024 12:52,Martabak,26000,2.070799842,13,5,Makanan hangat sampai,FALSE,Tidak Ada,Selesai
ORD-2024-004045,2/8/2024 12:09,Kopi,21500,1.386401931,15,4,Rekomendasi deh,FALSE,Rendah,Dibatalkan
ORD-2024-004046,1/15/2024 13:39,Kopi,25500,4.887030269,24,4,Mantap gan!,FALSE,Tidak Ada,Selesai
ORD-2024-004047,3/2/2024 14:49,Ayam,27500,1.159148385,6,4,Cepat sampai,FALSE,Tidak Ada,Selesai
ORD-2024-004048,1/24/2024 11:21,Kopi,8500,1.838937652,13,3,Standar lah,FALSE,Rendah,Selesai
ORD-2024-004049,3/22/2024 19:28,Mie,24500,3.832702479,31,4,Akan order lg nih,FALSE,Tidak Ada,Selesai
ORD-2024-004050,3/4/2024 14:19,Ayam,26000,1.704046739,13,5,Nggg enak 😋,FALSE,Rendah,Selesai
ORD-2024-004051,2/11/2024 18:38,Mie,26500,4.728234795,27,5,Puas bgt,TRUE,Tinggi,Selesai
ORD-2024-004052,1/13/2024 7:34,Martabak,35500,3.251327886,37,5,Makanan hangat sampai,FALSE,Tidak Ada,Selesai
ORD-2024-004053,3/3/2024 4:18,Mie,36500,,23,1,Lama org kerjanyaa,TRUE,Tinggi,Selesai
ORD-2024-004054,1/28/2024 11:00,Kopi,17500,2.103428738,22,5,Puas bgt,FALSE,Tidak Ada,Selesai
ORD-2024-004055,1/17/2024 2:59,Martabak,28500,10.25229639,43,,,TRUE,Tidak Ada,Selesai
ORD-2024-004056,3/1/2024 12:40,Ayam,18500,3.250681875,17,,,FALSE,Tidak Ada,Selesai
ORD-2024-004057,2/24/2024 17:41,Mie,26000,7.061484407,33,4,Wow enak bgt,FALSE,Tidak Ada,Selesai
ORD-2024-004058,3/20/2024 13:45,Ayam,52500,0.590814191,11,5,Sesuai pesanan,TRUE,Tidak Ada,Selesai
ORD-2024-004059,11/2/2024 13:10,Mie,30500,1.980507872,20,4,Puas bgt,FALSE,Tidak Ada,Selesai
ORD-2024-004060,1/18/2024 10:06,Mie,21000,7.179554259,31,5,Rekomendasi deh,FALSE,Tinggi,Selesai
ORD-2024-004061,3/5/2024 13:39,Ayam,44000,1.168533433,5,5,Akan order lg nih,TRUE,Tidak Ada,Selesai
ORD-2024-004062,1/8/2024 11:33,Ayam,26500,10.29474074,55,3,Gapapa,FALSE,Tidak Ada,Selesai
ORD-2024-004063,2/16/2024 11:16,Martabak,13000,0.5,8,4,Enak bgt!!,FALSE,Rendah,Selesai
ORD-2024-004064,2/4/2024 19:40,Ayam,33000,6.988980109,56,,,TRUE,Tinggi,Selesai
ORD-2024-004065,1/19/2024 13:07,Mie,2255500,1.767508321,30,5,Nggg enak 😋,TRUE,Tidak Ada,Selesai
ORD-2024-004066,29/02/2024 13:44,Ayam,49500,0.5,5,,,FALSE,Tidak Ada,Selesai
ORD-2024-004067,2/28/2024 13:54,Ayam,28000,6.348854201,32,5,Nggg enak 😋,FALSE,Rendah,Selesai
ORD-2024-004068,1/5/2024 14:32,Mie,23500,0.870817123,31,5,Mantap gan!,TRUE,Tidak Ada,Selesai
ORD-2024-004069,25/01/2024 12:26,Martabak,30000,0.5,20,5,Nggg enak 😋,FALSE,Tidak Ada,Selesai
ORD-2024-004070,1/9/2024 7:52,Mie,23500,0.5,12,4,Driver ramah,FALSE,Tidak Ada,Selesai
ORD-2024-004071,3/17/2024 13:59,Ayam,34500,3.228628034,5,5,Driver ramah,FALSE,Tidak Ada,Selesai
ORD-2024-004072,3/5/2024 18:51,Martabak,22000,11.42454196,51,4,Wow enak bgt,FALSE,Rendah,Dibatalkan
ORD-2024-004073,2/15/2024 15:34,Kopi,19500,0.5,13,,,TRUE,Tidak Ada,Selesai
ORD-2024-004074,2/6/2024 13:11,Martabak,41500,1.859400476,5,5,Makasih ya,TRUE,Tidak Ada,Selesai
ORD-2024-004075,2/10/2024 14:44,Martabak,14500,0.597682565,20,5,Mantap gan!,TRUE,Tidak Ada,Selesai
ORD-2024-004076,3/25/2024 13:46,Kopi,15000,4.099905045,20,,,FALSE,Tinggi,Dibatalkan
ORD-2024-004077,3/6/2024 11:22,Kopi,19500,0.5,17,5,Akan order lg nih,FALSE,Tidak Ada,Refund
ORD-2024-004078,1/25/2024 14:31,Ayam,51000,0.822685925,16,5,Puas bgt,FALSE,Tidak Ada,Selesai
